HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.C1,Input.C2,Input.C3,Input.C4,Input.C5,Input.C6,Input.C7,Input.C8,Input.C9,Input.C10,Input.C11,Input.C12,Input.C13,Input.C14,Input.C15,Input.C16,Input.C17,Input.C18,Input.C19,Input.C20,Input.C21,Input.C22,Input.C23,Input.C24,Input.C25,Answer.Q5FreeTextInput,Approve,Reject
3B286OTISFINUPWPUTZOAGPLBF5JAP,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:19 PDT 2016,,,3RXPCZQMQQCJVJRIG6QURM0O0XPG16,A1RV5A8RH1T47O,Approved,Sat Oct 22 12:37:29 PDT 2016,Sat Oct 22 12:38:14 PDT 2016,Mon Oct 24 12:38:14 PDT 2016,Sat Oct 22 12:49:43 PDT 2016,,,45,100% (10/10),100% (10/10),100% (10/10),USR: How many new hybrid vehicles were sold in the United States in 2004?,SYS:88000,USR:Which automaker was the first to introduce a hybrid car?,SYS: Toyota,USR: In what year was the Prius concept car introduced?,SYS: 1997,USR:What percentage of new car sales in the U.S. in 2004 was for hybrid cars?,SYS:0.5,Suggested answer:,(1)How many new hybrid vehicles were sold in the United States in 2004?,"Answer:88,000",(2)Which automaker was the first to introduce a hybrid car?,Answer:Toyota Motor Corp.(Toyota),(3)In what year was the Prius concept car introduced?,Answer:1997,(4)What percentage of new car sales in the U.S. in 2004 was for hybrid cars?,Answer: 0.5 percent,,,,,,,,,1111|5|5|5|5|5,,
3B286OTISFINUPWPUTZOAGPLBF5JAP,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:19 PDT 2016,,,3KRVW3HTZOMJHDMY4S390S7UMJAMS0,A1MZ9HW20WMEG6,Approved,Sat Oct 22 12:10:04 PDT 2016,Sat Oct 22 12:11:03 PDT 2016,Mon Oct 24 12:11:03 PDT 2016,Sat Oct 22 12:49:43 PDT 2016,,,59,100% (18/18),100% (18/18),100% (18/18),USR: How many new hybrid vehicles were sold in the United States in 2004?,SYS:88000,USR:Which automaker was the first to introduce a hybrid car?,SYS: Toyota,USR: In what year was the Prius concept car introduced?,SYS: 1997,USR:What percentage of new car sales in the U.S. in 2004 was for hybrid cars?,SYS:0.5,Suggested answer:,(1)How many new hybrid vehicles were sold in the United States in 2004?,"Answer:88,000",(2)Which automaker was the first to introduce a hybrid car?,Answer:Toyota Motor Corp.(Toyota),(3)In what year was the Prius concept car introduced?,Answer:1997,(4)What percentage of new car sales in the U.S. in 2004 was for hybrid cars?,Answer: 0.5 percent,,,,,,,,,1111|5|5|5|5|5,,
3B286OTISFINUPWPUTZOAGPLBF5JAP,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:19 PDT 2016,,,3TVRFO09GLG77CQCYQ8HZN9X1R8LXN,AF1MN25P3XFLG,Approved,Fri Oct 21 17:28:15 PDT 2016,Fri Oct 21 17:29:22 PDT 2016,Sun Oct 23 17:29:22 PDT 2016,Sat Oct 22 12:49:44 PDT 2016,,,67,84% (16/19),84% (16/19),84% (16/19),USR: How many new hybrid vehicles were sold in the United States in 2004?,SYS:88000,USR:Which automaker was the first to introduce a hybrid car?,SYS: Toyota,USR: In what year was the Prius concept car introduced?,SYS: 1997,USR:What percentage of new car sales in the U.S. in 2004 was for hybrid cars?,SYS:0.5,Suggested answer:,(1)How many new hybrid vehicles were sold in the United States in 2004?,"Answer:88,000",(2)Which automaker was the first to introduce a hybrid car?,Answer:Toyota Motor Corp.(Toyota),(3)In what year was the Prius concept car introduced?,Answer:1997,(4)What percentage of new car sales in the U.S. in 2004 was for hybrid cars?,Answer: 0.5 percent,,,,,,,,,1111|5|5|5|5|5,,
3B286OTISFINUPWPUTZOAGPLBF5JAP,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,8,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:19 PDT 2016,,,3B1NLC6UG0XMCBAK181KSIIM3BLPG5,ANUG05IDFTWF,Approved,Fri Oct 21 20:15:56 PDT 2016,Fri Oct 21 20:20:40 PDT 2016,Sun Oct 23 20:20:40 PDT 2016,Sat Oct 22 12:49:43 PDT 2016,,,284,100% (1/1),100% (1/1),100% (1/1),USR: How many new hybrid vehicles were sold in the United States in 2004?,SYS:88000,USR:Which automaker was the first to introduce a hybrid car?,SYS: Toyota,USR: In what year was the Prius concept car introduced?,SYS: 1997,USR:What percentage of new car sales in the U.S. in 2004 was for hybrid cars?,SYS:0.5,Suggested answer:,(1)How many new hybrid vehicles were sold in the United States in 2004?,"Answer:88,000",(2)Which automaker was the first to introduce a hybrid car?,Answer:Toyota Motor Corp.(Toyota),(3)In what year was the Prius concept car introduced?,Answer:1997,(4)What percentage of new car sales in the U.S. in 2004 was for hybrid cars?,Answer: 0.5 percent,,,,,,,,,1111|5|5|1|4|4,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,3TK8OJTYM2M5U80FQ306SJLWQQ8PVT,AD3ZSVTCXP0Y5,Rejected,Fri Oct 21 19:54:12 PDT 2016,Fri Oct 21 19:54:55 PDT 2016,Sun Oct 23 19:54:55 PDT 2016,,Sat Oct 22 11:45:58 PDT 2016,The format of your answer is wrong,43,0% (0/18),0% (0/18),0% (0/18),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,011111|no|yes|yes|yes|yes,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,3WS1NTTKEZDDAUA593GCVWH2UQN0FS,A1RV5A8RH1T47O,Approved,Sat Oct 22 12:56:30 PDT 2016,Sat Oct 22 12:57:27 PDT 2016,Mon Oct 24 12:57:27 PDT 2016,Sat Oct 22 13:34:38 PDT 2016,,,57,100% (10/10),100% (10/10),100% (10/10),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,011110|4|4|5|5|4,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,35GCEFQ6I6PFW302T2S20MVR95TZ3Y,A4OP2EVJZF1PD,Rejected,Fri Oct 21 21:49:13 PDT 2016,Fri Oct 21 21:50:22 PDT 2016,Sun Oct 23 21:50:22 PDT 2016,,Sat Oct 22 12:48:18 PDT 2016,Your answer format isn't correct,69,50% (3/6),50% (3/6),50% (3/6),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,11111|1|1|1|1|1,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,36PW28KO40XH5T8R6UTZ2K8FRBDEA8,A1MZ9HW20WMEG6,Approved,Sat Oct 22 12:14:20 PDT 2016,Sat Oct 22 12:15:38 PDT 2016,Mon Oct 24 12:15:38 PDT 2016,Sat Oct 22 12:49:43 PDT 2016,,,78,100% (18/18),100% (18/18),100% (18/18),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,011110|3|4|4|5|4,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,32KTQ2V7REG1CYQZVM3IJX24UVJ9MA,A17VXAMGTXV1FL,Rejected,Sat Oct 22 11:53:50 PDT 2016,Sat Oct 22 11:55:10 PDT 2016,Mon Oct 24 11:55:10 PDT 2016,,Sat Oct 22 12:48:18 PDT 2016,Your answer format isn't correct,80,0% (0/3),0% (0/3),0% (0/3),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,11111|yes|yes|yes|yes|yes,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,32Z9ZLUT1MLIR7TU6E6NOIPX868OHS,A274KVWFE75GNQ,Rejected,Fri Oct 21 21:33:18 PDT 2016,Fri Oct 21 21:35:24 PDT 2016,Sun Oct 23 21:35:24 PDT 2016,,Sat Oct 22 11:45:57 PDT 2016,The format of your answer is wrong,126,0% (0/2),0% (0/2),0% (0/2),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,011111|yes|yes|yes|yes|yes,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,3OS46CRSLG0XK2IAB71XMJUFVLJ6V5,A3FW9NWR6TJ4M9,Rejected,Fri Oct 21 20:07:39 PDT 2016,Fri Oct 21 20:10:04 PDT 2016,Sun Oct 23 20:10:04 PDT 2016,,Sat Oct 22 11:45:57 PDT 2016,The format of your answer is wrong,145,0% (0/17),0% (0/17),0% (0/17),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,1|5|5|5|5|5,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,3BXQMRHWK0ZZWQE2TXY9FTPI7EGMUX,AF1MN25P3XFLG,Rejected,Fri Oct 21 16:54:13 PDT 2016,Fri Oct 21 16:58:04 PDT 2016,Sun Oct 23 16:58:04 PDT 2016,,Sat Oct 22 11:45:57 PDT 2016,The format of your answer is wrong,231,84% (16/19),84% (16/19),84% (16/19),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,111110|most of it.|yes|yes|yes|yes,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,3EFVCAY5L4ABXL14NXKC39FC6VB8JL,A2MQ8I0C7GJWIU,Approved,Sat Oct 22 12:27:16 PDT 2016,Sat Oct 22 12:32:04 PDT 2016,Mon Oct 24 12:32:04 PDT 2016,Sat Oct 22 12:49:43 PDT 2016,,,288,100% (1/1),100% (1/1),100% (1/1),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,011111|5|5|4|4|4,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,3EFVCAY5L4ABXL14NXKC39FC6VB8JL,A2MQ8I0C7GJWIU,Approved,Sat Oct 22 12:27:16 PDT 2016,Sat Oct 22 12:32:04 PDT 2016,Mon Oct 24 12:32:04 PDT 2016,Sat Oct 22 12:49:43 PDT 2016,,,288,100% (1/1),100% (1/1),100% (1/1),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,001100|5|5|4|4|4,,
39AYGO6AFGLIQDB7JEA4NI4GOGK6NQ,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:58 PDT 2016,,,3EFVCAY5L4ABXL14NXKC39FC6VB8JL,A2MQ8I0C7GJWIU,Approved,Sat Oct 22 12:27:16 PDT 2016,Sat Oct 22 12:32:04 PDT 2016,Mon Oct 24 12:32:04 PDT 2016,Sat Oct 22 12:49:43 PDT 2016,,,288,100% (1/1),100% (1/1),100% (1/1),USR:When was the 2005 presidential election in Egypt held?,SYS:2005,USR:What was the percentage of turnout for the election?,SYS:23,USR:How many candidates ran for president?,SYS:10,USR: Who won the presidential election?,SYS:Hosni Mubarak,USR:What percentage of the votes did the winner receive?,SYS:88.6,USR:How much did a poster of the winning candidate cost?,SYS:280,Suggested answer:,(1) On what date was the 2005 presidential election in Egypt held?,"Answer:Sep.7,2005",(2) What was the percentage of turnout for the election?,Answer:23 percent,(3)How many candidates ran for president?,Answer:Ten,(4)Who won the presidential election?,Answer:Hosni Mubarak,(5)What percentage of the votes did the winner receive?,Answer:88.6 percent,(6) How much did a poster of the winning candidate cost?,Answer:EGP280,001100|5|5|4|4|4,,
35XW21VSVHFXPB6JEEXSBVWJ1AHLSP,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,352YTHGROWEENEJCNUREAKJSRFA4H0,A4OP2EVJZF1PD,Approved,Fri Oct 21 22:03:41 PDT 2016,Fri Oct 21 22:03:58 PDT 2016,Sun Oct 23 22:03:58 PDT 2016,Sat Oct 22 12:49:42 PDT 2016,,,17,50% (3/6),50% (3/6),50% (3/6),USR:What is the largest meat-eating marsupial?,SYS:Sarcophilus harrisii,USR:What marsupial is found outside of Australia?,SYS:opossums,USR:What can be made from marsupial manure?,SYS:toilet paper,USR:What cartoon character is based on a marsupial?,SYS:I am sorry to say I don't know what cartoon character is based on a marsupial.,USR:The extinct Tasmanian tiger is known by what other name?,SYS:The extinct Tasmanian tiger is known by thylacine.,Suggested answer:,(1)What is the largest meat-eating marsupial?,Answer:Tasmanian devil,(2)What marsupial is found outside of Australia?,Answer:opossums,(3)What can be made from marsupial manure?,Answer:paper,(4)What cartoon character is based on a marsupial?,Answer:Taz-Mania is based on Tasmanian,(5)The extinct Tasmanian tiger is known by what other name?,Answer:thylacine,,,,,01111|0|1|1|1|1,,
35XW21VSVHFXPB6JEEXSBVWJ1AHLSP,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,3STRJBFXOXSP6PZA8GVJVKBCZVLKT6,A6P78Q5ZA6V6M,Approved,Fri Oct 21 19:28:46 PDT 2016,Fri Oct 21 19:29:39 PDT 2016,Sun Oct 23 19:29:39 PDT 2016,Sat Oct 22 12:49:42 PDT 2016,,,53,100% (5/5),100% (5/5),100% (5/5),USR:What is the largest meat-eating marsupial?,SYS:Sarcophilus harrisii,USR:What marsupial is found outside of Australia?,SYS:opossums,USR:What can be made from marsupial manure?,SYS:toilet paper,USR:What cartoon character is based on a marsupial?,SYS:I am sorry to say I don't know what cartoon character is based on a marsupial.,USR:The extinct Tasmanian tiger is known by what other name?,SYS:The extinct Tasmanian tiger is known by thylacine.,Suggested answer:,(1)What is the largest meat-eating marsupial?,Answer:Tasmanian devil,(2)What marsupial is found outside of Australia?,Answer:opossums,(3)What can be made from marsupial manure?,Answer:paper,(4)What cartoon character is based on a marsupial?,Answer:Taz-Mania is based on Tasmanian,(5)The extinct Tasmanian tiger is known by what other name?,Answer:thylacine,,,,,11101|2|2|1|2|2,,
35XW21VSVHFXPB6JEEXSBVWJ1AHLSP,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,37M28K1J0REPG9UJKV4QZ0L7WHXJAI,AD3ZSVTCXP0Y5,Rejected,Fri Oct 21 18:45:39 PDT 2016,Fri Oct 21 18:46:34 PDT 2016,Sun Oct 23 18:46:34 PDT 2016,,Sat Oct 22 11:45:56 PDT 2016,The format of your answer is wrong,55,0% (0/18),0% (0/18),0% (0/18),USR:What is the largest meat-eating marsupial?,SYS:Sarcophilus harrisii,USR:What marsupial is found outside of Australia?,SYS:opossums,USR:What can be made from marsupial manure?,SYS:toilet paper,USR:What cartoon character is based on a marsupial?,SYS:I am sorry to say I don't know what cartoon character is based on a marsupial.,USR:The extinct Tasmanian tiger is known by what other name?,SYS:The extinct Tasmanian tiger is known by thylacine.,Suggested answer:,(1)What is the largest meat-eating marsupial?,Answer:Tasmanian devil,(2)What marsupial is found outside of Australia?,Answer:opossums,(3)What can be made from marsupial manure?,Answer:paper,(4)What cartoon character is based on a marsupial?,Answer:Taz-Mania is based on Tasmanian,(5)The extinct Tasmanian tiger is known by what other name?,Answer:thylacine,,,,,01101|no|yes|yes|yes|yes,,
35XW21VSVHFXPB6JEEXSBVWJ1AHLSP,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,32UTUBMZ7HX3QEZ57YI5XZG79O8VBX,A3LXDRJWO7NNOB,Approved,Sat Oct 22 13:01:48 PDT 2016,Sat Oct 22 13:03:17 PDT 2016,Mon Oct 24 13:03:17 PDT 2016,Sat Oct 22 13:34:37 PDT 2016,,,89,93% (13/14),93% (13/14),93% (13/14),USR:What is the largest meat-eating marsupial?,SYS:Sarcophilus harrisii,USR:What marsupial is found outside of Australia?,SYS:opossums,USR:What can be made from marsupial manure?,SYS:toilet paper,USR:What cartoon character is based on a marsupial?,SYS:I am sorry to say I don't know what cartoon character is based on a marsupial.,USR:The extinct Tasmanian tiger is known by what other name?,SYS:The extinct Tasmanian tiger is known by thylacine.,Suggested answer:,(1)What is the largest meat-eating marsupial?,Answer:Tasmanian devil,(2)What marsupial is found outside of Australia?,Answer:opossums,(3)What can be made from marsupial manure?,Answer:paper,(4)What cartoon character is based on a marsupial?,Answer:Taz-Mania is based on Tasmanian,(5)The extinct Tasmanian tiger is known by what other name?,Answer:thylacine,,,,,01101|3|3|3|5|3,,
